target,data_type,top_level_directory,eclipse,segment,instrument,filter,subarray,readout_mode,groups_per_integration,relative_path,filename,size_bytes,sha256
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse7,010,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse7/eclipse7-seg010_mirimage_uncal.fits,eclipse7-seg010_mirimage_uncal.fits,22167360,d516ec6fc02ecb8a9a608fcd073804587c951459c9daf71ac205f0c891bae89c
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse8,001,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse8/eclipse8-seg001_mirimage_uncal.fits,eclipse8-seg001_mirimage_uncal.fits,1998115200,11a77c6675170cf4c830af6b17be4c93e84bc3251d9cdad72504ed564ec65dc4
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse8,002,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse8/eclipse8-seg002_mirimage_uncal.fits,eclipse8-seg002_mirimage_uncal.fits,1998115200,53b29b13f0ff90bdeb7a21bd7e3c42d334e88f61e9d8c5ea9a4a33f07cf866bd
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse8,003,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse8/eclipse8-seg003_mirimage_uncal.fits,eclipse8-seg003_mirimage_uncal.fits,1998115200,a6688256dbcf8dfe29696aa2c2966ca6a2f52b456803cacce827535cc6802bba
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse8,004,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse8/eclipse8-seg004_mirimage_uncal.fits,eclipse8-seg004_mirimage_uncal.fits,1998115200,a730a034e259b7a9ccd7309aa4159da3b95a796dda06a9f08b47e08f740da373
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse8,005,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse8/eclipse8-seg005_mirimage_uncal.fits,eclipse8-seg005_mirimage_uncal.fits,1998115200,7929bd18df43a358df941bf4758a0b86a509bf5a3cd187d92abcbaa8e80090e7
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse8,006,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse8/eclipse8-seg006_mirimage_uncal.fits,eclipse8-seg006_mirimage_uncal.fits,1998115200,4c8d10fc7bf5a4be8234fd8d2ffe929cc287d71a5f5eeb6790b5a29f982e12c8
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse8,007,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse8/eclipse8-seg007_mirimage_uncal.fits,eclipse8-seg007_mirimage_uncal.fits,1998115200,0e052914d9e13f7404d19b2b5ffb9e05d5b7f7030264290e86aebd83221f6304
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse8,008,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse8/eclipse8-seg008_mirimage_uncal.fits,eclipse8-seg008_mirimage_uncal.fits,1998115200,7cc2f3b2ad8e26b2389008872b990acd68325fdebd9338e0284764f5c0705ed0
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse8,009,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse8/eclipse8-seg009_mirimage_uncal.fits,eclipse8-seg009_mirimage_uncal.fits,1998115200,0b31852e0ab2288f83637d773dc94bc63ec7e6443d3e0b8937fc2a325451213a
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse8,010,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse8/eclipse8-seg010_mirimage_uncal.fits,eclipse8-seg010_mirimage_uncal.fits,1998115200,87887472d4a275baddf8912adb1175abc4fc229b20b8956783ec7948c5fdf59f
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse8,011,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse8/eclipse8-seg011_mirimage_uncal.fits,eclipse8-seg011_mirimage_uncal.fits,1998115200,026b98bd4b16019cf4dbfaaf17a2678a86e36c5d78ee03a658a247ef478a90b3
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse8,012,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse8/eclipse8-seg012_mirimage_uncal.fits,eclipse8-seg012_mirimage_uncal.fits,1998115200,053a39d989fc0a412cebfb0eceeb999c25bae1f6a959a5146a84521b5ce1d652
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse8,013,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse8/eclipse8-seg013_mirimage_uncal.fits,eclipse8-seg013_mirimage_uncal.fits,1998115200,341d942e62b47e15f39d25b505801f68e4c746e63609aa2feacfd6d7d91370e0
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse8,014,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse8/eclipse8-seg014_mirimage_uncal.fits,eclipse8-seg014_mirimage_uncal.fits,1998115200,cc63aae7bc561fd45b7c42b6205bf5da40f897d063e9a3cf3ae3a4a68504dfc8
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse8,015,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse8/eclipse8-seg015_mirimage_uncal.fits,eclipse8-seg015_mirimage_uncal.fits,1135480320,24b968df47896e047930c763a6d1056ac779d5b33fcef110bcc2b750389b7877
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse9,001,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse9/eclipse9-seg001_mirimage_uncal.fits,eclipse9-seg001_mirimage_uncal.fits,1998115200,a8be9ff7c081c339fcec59196046a774dbd20ca8eb38904b7ad2933f67f89d7e
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse9,002,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse9/eclipse9-seg002_mirimage_uncal.fits,eclipse9-seg002_mirimage_uncal.fits,1998115200,74d5990aa2a9e7bcd7c8de10fb31504dc0a71c770790ad62ac5bfe6e4051111f
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse9,003,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse9/eclipse9-seg003_mirimage_uncal.fits,eclipse9-seg003_mirimage_uncal.fits,1998115200,83f953466a82a2e52f08c90e36ed88600cb1001dbf064ef7d009822b9809ee2c
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse9,004,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse9/eclipse9-seg004_mirimage_uncal.fits,eclipse9-seg004_mirimage_uncal.fits,1998115200,3d8abfc42ba13a7de07c16a9b829895d329c0c3864cbe0b9e16ef4a1142b9c97
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse9,005,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse9/eclipse9-seg005_mirimage_uncal.fits,eclipse9-seg005_mirimage_uncal.fits,1998115200,bcaced51b224a21b5bb14a655061ecb2386050b864cb33edb1833b2463661f1f
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse9,006,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse9/eclipse9-seg006_mirimage_uncal.fits,eclipse9-seg006_mirimage_uncal.fits,1998115200,ae21e33d703383f1bcad6eb0ac82a139ca95e0394e08019f310a1b14490d9ebb
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse9,007,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse9/eclipse9-seg007_mirimage_uncal.fits,eclipse9-seg007_mirimage_uncal.fits,1998115200,ed5d30bab32bd68f98f9ea5935f6fa4acc0cabadc62b9b6fbf45257d8ee88a89
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse9,008,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse9/eclipse9-seg008_mirimage_uncal.fits,eclipse9-seg008_mirimage_uncal.fits,1998115200,c2a1c4a74c3c4aabdb68ec7833474b28b25fe26017456da191aec43a480e6e8f
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse9,009,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse9/eclipse9-seg009_mirimage_uncal.fits,eclipse9-seg009_mirimage_uncal.fits,1998115200,ed74d8f3ba4a1713dbe6d47fca110d4ab1be81a564b755a71321a5b31b180457
LHS 1140 b,simulation,LHS_1140b_Simulations,eclipse9,010,JWST/MIRI,F1500W,SUB256,FASTR1,45,LHS_1140b_Simulations/eclipse9/eclipse9-seg010_mirimage_uncal.fits,eclipse9-seg010_mirimage_uncal.fits,154877760,426143b0b9cea982a2ddff07b53be0389d01f6f2d2b9f62e5ce5c796e707b89c
